Date,Tournament,W/L,Side,Vs_Team,Game_Length,Champion,Vs_Champion,Kills,Deaths,Assists,KDA,Spells,CS,Delta_CS,Items,Date_parsed,tournaments_played,date,blue_side_team,red_side_team,winner,blue_side_bans,red_side_bans,blue_side_picks,red_side_picks,blue_side_roster,red_side_roster,tournament_curr_total_games,tournament_curr_wins,tournament_curr_losses,tournament_curr_win_percentage,tournament_type,teams_region,teammate_role_top,teammate_role_jungle,teammate_role_mid,teammate_role_adc,teammate_role_support,enemy_role_top,enemy_role_jungle,enemy_role_mid,enemy_role_adc,enemy_role_support,bans,teammate_top_champion,teammate_jungle_champion,teammate_mid_champion,teammate_adc_champion,teammate_support_champion,opponent_top_champion,opponent_jungle_champion,opponent_mid_champion,opponent_adc_champion,opponent_support_champion,teammate_top_ign,teammate_jungle_ign,teammate_mid_ign,teammate_adc_ign,teammate_support_ign,opponent_top_ign,opponent_jungle_ign,opponent_mid_ign,opponent_adc_ign,opponent_support_ign
2015-06-24 11:00:00,"Korea,Champions 2015 Summer",Win,Blue,KT Rolster,33:26,Master Yi,Fizz,7,2,4,5.5,"Ignite,Flash",287,+36,"Blade of the Ruined King,Randuin's Omen,Last Whisper,Hexdrinker,Ninja Tabi,Doran's Blade Greater Stealth Totem  ",2015-06-24 11:00:00,15,2015-06-24 11:00:00,SK Telecom T1,KT Rolster,SK Telecom T1,"Rek'Sai,Annie,Alistar","Ryze,Kalista,Gragas","Rumble,Evelynn,Master Yi,Corki,Janna","Riven,Lee Sin,Fizz,Sivir,Nautilus","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)","Ssumday,Score,Edge,Arrow,Fixer",11,10,1,0.9091,Regular Season,Korea,Battlemage,Assassin,Skirmisher,Artillery,Enchanter,Skirmisher,Diver,Assassin,Nimble,Vanguard,"Alistar,Annie,Gragas,Kalista,Rek'Sai,Ryze",Rumble,Evelynn,Master Yi,Corki,Janna,Riven,Lee Sin,Fizz,Sivir,Nautilus,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Ssumday,Score,Edge,Arrow,Fixer
2015-06-27 10:00:00,"Korea,Champions 2015 Summer",Win,Blue,Jin Air Green Wings,33:12,Viktor,Cassiopeia,3,0,1,4.0,"Cleanse,Flash",371,+84,"The Hex Core mk-2,Needlessly Large Rod,Rabadon's Deathcap,Sorcerer's Shoes - Homeguard,Morellonomicon,Void Staff Greater Stealth Totem  ",2015-06-27 10:00:00,15,2015-06-27 10:00:00,SK Telecom T1,Jin Air Green Wings,SK Telecom T1,"Nidalee,Ryze,Rek'Sai","Kalista,Alistar,Gragas","Maokai,Evelynn,Viktor,Corki,Nautilus","Rumble,Rengar,Cassiopeia,Sivir,Annie","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)","TrAce,Chaser,GBM,Cpt Jack,Chei",12,11,1,0.9167,Regular Season,Korea,Vanguard,Assassin,Battlemage,Artillery,Vanguard,Battlemage,Assassin,Battlemage,Nimble,Burst,"Alistar,Gragas,Kalista,Nidalee,Rek'Sai,Ryze",Maokai,Evelynn,Viktor,Corki,Nautilus,Rumble,Rengar,Cassiopeia,Sivir,Annie,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),TrAce,Chaser,GBM,Cpt Jack,Chei
2015-06-27 11:00:00,"Korea,Champions 2015 Summer",Win,Red,Jin Air Green Wings,34:16,Ryze,Azir,7,2,4,5.5,"Ghost,Flash",246,+1,"Seraph's Embrace,Rod of Ages,Doran's Ring,Sorcerer's Shoes - Distortion,Abyssal Scepter, Greater Stealth Totem  ",2015-06-27 11:00:00,15,2015-06-27 11:00:00,Jin Air Green Wings,SK Telecom T1,SK Telecom T1,"Annie,Viktor,Alistar","Nidalee,Kalista,Rek'Sai","Rumble,Gragas,Azir,Sivir,Nautilus","Maokai,Evelynn,Ryze,Tristana,Kennen","TrAce,Chaser,Kuzan,Cpt Jack,Chei","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)",13,12,1,0.9231,Regular Season,Korea,Vanguard,Assassin,Battlemage,Glasscannon,Diver,Battlemage,Vanguard,Battlemage,Nimble,Vanguard,"Alistar,Annie,Kalista,Nidalee,Rek'Sai,Viktor",Maokai,Evelynn,Ryze,Tristana,Kennen,Rumble,Gragas,Azir,Sivir,Nautilus,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),TrAce,Chaser,Kuzan,Cpt Jack,Chei
2015-07-04 08:00:00,"Korea,Champions 2015 Summer",Win,Blue,SBENU Sonicboom,35:18,Viktor,Azir,4,2,5,4.5,"Heal,Flash",316,-11,"Rabadon's Deathcap,Lich Bane,The Hex Core mk-2,Ionian Boots of Lucidity - Homeguard,Blasting Wand,Doran's Ring Sweeping Lens    ",2015-07-04 08:00:00,15,2015-07-04 08:00:00,SK Telecom T1,SBENU Sonicboom,SK Telecom T1,"Rek'Sai,Nautilus,Gragas","Kalista,Evelynn,Ryze","Fizz,Ekko,Viktor,Corki,Alistar","Maokai,Jarvan IV,Azir,Sivir,Thresh","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)","Soul (Seo Hyeon-seok),Catch (Yun Sang-ho),SaSin,Nuclear,Secret",14,13,1,0.9286,Regular Season,Korea,Assassin,Assassin,Battlemage,Artillery,Vanguard,Vanguard,Diver,Battlemage,Nimble,Catcher,"Evelynn,Gragas,Kalista,Nautilus,Rek'Sai,Ryze",Fizz,Ekko,Viktor,Corki,Alistar,Maokai,Jarvan IV,Azir,Sivir,Thresh,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Soul (Seo Hyeon-seok),Catch (Yun Sang-ho),SaSin,Nuclear,Secret
2015-07-04 09:00:00,"Korea,Champions 2015 Summer",Win,Red,SBENU Sonicboom,44:18,Azir,Vel'Koz,8,5,4,2.4,"Heal,Flash",426,+61,"Rabadon's Deathcap,Zhonya's Hourglass,Luden's Echo,Morellonomicon,Void Staff,Sorcerer's Shoes - Homeguard Sweeping Lens ",2015-07-04 09:00:00,15,2015-07-04 09:00:00,SBENU Sonicboom,SK Telecom T1,SK Telecom T1,"Evelynn,Rek'Sai,Annie","Kalista,Gragas,Nautilus","Ryze,Jarvan IV,Vel'Koz,Sivir,Alistar","Dr. Mundo,Olaf,Azir,Corki,Janna","Soul (Seo Hyeon-seok),Catch (Yun Sang-ho),SaSin,Nuclear,Secret","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)",15,14,1,0.9333,Regular Season,Korea,Juggernaut,Diver,Battlemage,Artillery,Enchanter,Battlemage,Diver,Artillery,Nimble,Vanguard,"Annie,Evelynn,Gragas,Kalista,Nautilus,Rek'Sai",Dr. Mundo,Olaf,Azir,Corki,Janna,Ryze,Jarvan IV,Vel'Koz,Sivir,Alistar,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Soul (Seo Hyeon-seok),Catch (Yun Sang-ho),SaSin,Nuclear,Secret
2015-07-08 11:00:00,"Korea,Champions 2015 Summer",Win,Red,Rebels Anarchy,21:51,Irelia,Yasuo,4,1,2,6.0,"Ignite,Flash",176,+12,"Trinity Force (0.9.25.21 - 10.22),Bilgewater Cutlass,Ninja Tabi,Dagger,Crystalline Flask, Greater Stealth Totem ",2015-07-08 11:00:00,15,2015-07-08 11:00:00,Rebels Anarchy,SK Telecom T1,SK Telecom T1,"Azir,Annie,Rumble","Kalista,Thresh,Ryze","Nautilus,Lee Sin,Yasuo,Corki,Alistar","Maokai,Gragas,Irelia,Ezreal,Janna","ikssu,lira,Mickey (Son Young-min),Sangyoon,SnowFlower","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)",16,15,1,0.9375,Regular Season,Korea,Vanguard,Vanguard,Diver,Nimble,Enchanter,Vanguard,Diver,Skirmisher,Artillery,Vanguard,"Annie,Azir,Kalista,Rumble,Ryze,Thresh",Maokai,Gragas,Irelia,Ezreal,Janna,Nautilus,Lee Sin,Yasuo,Corki,Alistar,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),ikssu,lira,Mickey (Son Young-min),Sangyoon,SnowFlower
2015-07-08 12:00:00,"Korea,Champions 2015 Summer",Win,Blue,Rebels Anarchy,34:20,Ryze,Ezreal,8,1,5,13.0,"Ghost,Flash",285,+11,"Rabadon's Deathcap,Rod of Ages,Seraph's Embrace,Sorcerer's Shoes - Distortion,Negatron Cloak,Doran's Ring Sweeping Lens ",2015-07-08 12:00:00,15,2015-07-08 12:00:00,SK Telecom T1,Rebels Anarchy,SK Telecom T1,"Thresh,Lulu,Rek'Sai","Azir,Rumble,Kalista","Fizz,Gragas,Ryze,Corki,Janna","Maokai,Ekko,Ezreal,Sivir,Alistar","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)","ikssu,lira,Mickey (Son Young-min),Sangyoon,SnowFlower",17,16,1,0.9412,Regular Season,Korea,Assassin,Vanguard,Battlemage,Artillery,Enchanter,Vanguard,Assassin,Nimble,Nimble,Vanguard,"Azir,Kalista,Lulu,Rek'Sai,Rumble,Thresh",Fizz,Gragas,Ryze,Corki,Janna,Maokai,Ekko,Ezreal,Sivir,Alistar,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),ikssu,lira,Mickey (Son Young-min),Sangyoon,SnowFlower
2015-07-16 05:00:00,"Korea,Champions 2015 Summer",Win,Red,KOO Tigers,38:13,Viktor,Cassiopeia,3,1,12,15.0,"Heal,Flash",270,+31,"Rabadon's Deathcap,Luden's Echo,The Hex Core mk-2,Ionian Boots of Lucidity,Blasting Wand,Doran's Ring Sweeping Lens ",2015-07-16 05:00:00,15,2015-07-16 05:00:00,KOO Tigers,SK Telecom T1,SK Telecom T1,"Rumble,Ezreal,Dr. Mundo","Kalista,Gragas,Ryze","Maokai,Evelynn,Cassiopeia,Corki,Janna","Fizz,Rek'Sai,Viktor,Kog'Maw,Alistar","Smeb,Wisdom,Kuro,PraY,GorillA","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)",18,17,1,0.9444,Regular Season,Korea,Assassin,Diver,Battlemage,Glasscannon,Vanguard,Vanguard,Assassin,Battlemage,Artillery,Enchanter,"Dr. Mundo,Ezreal,Gragas,Kalista,Rumble,Ryze",Fizz,Rek'Sai,Viktor,Kog'Maw,Alistar,Maokai,Evelynn,Cassiopeia,Corki,Janna,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Smeb,Wisdom,Kuro,PraY,GorillA
2015-07-16 06:00:00,"Korea,Champions 2015 Summer",Win,Blue,KOO Tigers,32:49,Azir,Kassadin,4,2,14,9.0,"Cleanse,Flash",269,+56,"Rabadon's Deathcap,Zhonya's Hourglass,Nashor's Tooth,Sorcerer's Shoes - Homeguard,Vision Ward, Sweeping Lens    ",2015-07-16 06:00:00,15,2015-07-16 06:00:00,SK Telecom T1,KOO Tigers,SK Telecom T1,"Gragas,Viktor,Ryze","Kalista,Janna,Alistar","Fizz,Rek'Sai,Azir,Corki,Leona","Maokai,Evelynn,Kassadin,Sivir,Annie","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)","Smeb,Wisdom,Kuro,PraY,GorillA",19,18,1,0.9474,Regular Season,Korea,Assassin,Diver,Battlemage,Artillery,Vanguard,Vanguard,Assassin,Assassin,Nimble,Burst,"Alistar,Gragas,Janna,Kalista,Ryze,Viktor",Fizz,Rek'Sai,Azir,Corki,Leona,Maokai,Evelynn,Kassadin,Sivir,Annie,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Smeb,Wisdom,Kuro,PraY,GorillA
2015-07-22 08:00:00,"Korea,Champions 2015 Summer",Loss,Blue,KT Rolster,43:51,Orianna,Lulu,1,2,3,2.0,"Cleanse,Flash",441,-16,"Rabadon's Deathcap,Seraph's Embrace,Athene's Unholy Grail,Void Staff,Needlessly Large Rod,Sorcerer's Shoes Sweeping Lens    ",2015-07-22 08:00:00,15,2015-07-22 08:00:00,SK Telecom T1,KT Rolster,KT Rolster,"Thresh,Viktor,Azir","Kalista,Rumble,Ryze","Gnar,Gragas,Orianna,Ezreal,Annie","Shen,Rek'Sai,Lulu,Kog'Maw,Braum","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)","Ssumday,Score,Nagne,Arrow,Piccaboo",20,19,1,0.95,Regular Season,Korea,Vanguard,Vanguard,Burst,Nimble,Burst,Warden,Diver,Enchanter,Glasscannon,Warden,"Azir,Kalista,Rumble,Ryze,Thresh,Viktor",Gnar,Gragas,Orianna,Ezreal,Annie,Shen,Rek'Sai,Lulu,Kog'Maw,Braum,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Ssumday,Score,Nagne,Arrow,Piccaboo
2015-07-22 09:00:00,"Korea,Champions 2015 Summer",Win,Red,KT Rolster,29:05,Ezreal,Lulu,7,0,8,15.0,"Smite,Flash",271,+63,"Rabadon's Deathcap,Luden's Echo,Ranger's Trailblazer - Runeglaive,Quicksilver Sash,Sorcerer's Shoes,Doran's Ring Sweeping Lens  ",2015-07-22 09:00:00,15,2015-07-22 09:00:00,KT Rolster,SK Telecom T1,SK Telecom T1,"Rumble,Maokai,Corki","Kalista,Ryze,Kog'Maw","Shen,Gragas,Lulu,Twitch,Thresh","Gnar,Evelynn,Ezreal,Vayne,Alistar","Ssumday,Score,Nagne,Arrow,Piccaboo","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)",21,19,2,0.9048,Regular Season,Korea,Vanguard,Assassin,Nimble,Glasscannon,Vanguard,Warden,Vanguard,Enchanter,Glasscannon,Catcher,"Corki,Kalista,Kog'Maw,Maokai,Rumble,Ryze",Gnar,Evelynn,Ezreal,Vayne,Alistar,Shen,Gragas,Lulu,Twitch,Thresh,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Ssumday,Score,Nagne,Arrow,Piccaboo
2015-07-22 10:00:00,"Korea,Champions 2015 Summer",Win,Red,KT Rolster,31:21,Viktor,Azir,7,0,2,9.0,"Heal,Flash",292,-5,"Rabadon's Deathcap,Void Staff,The Hex Core mk-2,Ionian Boots of Lucidity - Homeguard,Giant's Belt,Doran's Ring Sweeping Lens    ",2015-07-22 10:00:00,15,2015-07-22 10:00:00,KT Rolster,SK Telecom T1,SK Telecom T1,"Rumble,Ezreal,Alistar","Ryze,Kalista,Kog'Maw","Shen,Gragas,Azir,Corki,Thresh","Maokai,Rek'Sai,Viktor,Lucian,Annie","Ssumday,Score,Nagne,Arrow,Piccaboo","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)",22,20,2,0.9091,Regular Season,Korea,Vanguard,Diver,Battlemage,Nimble,Burst,Warden,Vanguard,Battlemage,Artillery,Catcher,"Alistar,Ezreal,Kalista,Kog'Maw,Rumble,Ryze",Maokai,Rek'Sai,Viktor,Lucian,Annie,Shen,Gragas,Azir,Corki,Thresh,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Ssumday,Score,Nagne,Arrow,Piccaboo
2015-07-24 11:00:00,"Korea,Champions 2015 Summer",Win,Blue,CJ Entus,31:07,Azir,Ezreal,4,2,5,4.5,"Heal,Flash",302,+41,"Luden's Echo,Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Blasting Wand,Doran's Ring Sweeping Lens    ",2015-07-24 11:00:00,15,2015-07-24 11:00:00,SK Telecom T1,CJ Entus,SK Telecom T1,"Kog'Maw,Rek'Sai,Gragas","Kalista,Rumble,Ryze","Maokai,Evelynn,Azir,Vayne,Alistar","Gnar,Nidalee,Ezreal,Corki,Braum","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)","Shy,Trick,Coco,Space,MadLife",23,21,2,0.913,Regular Season,Korea,Vanguard,Assassin,Battlemage,Glasscannon,Vanguard,Vanguard,Artillery,Nimble,Artillery,Warden,"Gragas,Kalista,Kog'Maw,Rek'Sai,Rumble,Ryze",Maokai,Evelynn,Azir,Vayne,Alistar,Gnar,Nidalee,Ezreal,Corki,Braum,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Shy,Trick,Coco,Space,MadLife
2015-07-24 12:00:00,"Korea,Champions 2015 Summer",Loss,Red,CJ Entus,33:26,Viktor,Azir,4,5,2,1.2,"Heal,Flash",323,+34,"Rabadon's Deathcap,Morellonomicon,The Hex Core mk-2,Sorcerer's Shoes - Homeguard,Blasting Wand,Doran's Ring Sweeping Lens   ",2015-07-24 12:00:00,15,2015-07-24 12:00:00,CJ Entus,SK Telecom T1,CJ Entus,"Maokai,Rumble,Annie","Kalista,Kog'Maw,Ryze","Shen,Rek'Sai,Azir,Sivir,Braum","Gnar,Gragas,Viktor,Vayne,Alistar","Shy,Trick,Coco,Space,MadLife","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)",24,22,2,0.9167,Regular Season,Korea,Vanguard,Vanguard,Battlemage,Glasscannon,Vanguard,Warden,Diver,Battlemage,Nimble,Warden,"Annie,Kalista,Kog'Maw,Maokai,Rumble,Ryze",Gnar,Gragas,Viktor,Vayne,Alistar,Shen,Rek'Sai,Azir,Sivir,Braum,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Shy,Trick,Coco,Space,MadLife
2015-07-24 13:00:00,"Korea,Champions 2015 Summer",Loss,Red,CJ Entus,42:49,Twisted Fate,Azir,4,4,9,3.25,"Ghost,Flash",417,+77,"Rabadon's Deathcap,Lich Bane,Luden's Echo,Zhonya's Hourglass,Void Staff,Ionian Boots of Lucidity - Homeguard Sweeping Lens  ",2015-07-24 13:00:00,15,2015-07-24 13:00:00,CJ Entus,SK Telecom T1,CJ Entus,"Maokai,Rumble,Annie","Shen,Kalista,Gragas","Ryze,Nunu,Azir,Kog'Maw,Braum","Dr. Mundo,Rek'Sai,Twisted Fate,Corki,Alistar","Shy,Trick,Coco,Space,MadLife","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)",25,22,3,0.88,Regular Season,Korea,Juggernaut,Diver,Burst,Artillery,Vanguard,Battlemage,Vanguard,Battlemage,Glasscannon,Warden,"Annie,Gragas,Kalista,Maokai,Rumble,Shen",Dr. Mundo,Rek'Sai,Twisted Fate,Corki,Alistar,Ryze,Nunu,Azir,Kog'Maw,Braum,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Shy,Trick,Coco,Space,MadLife
2015-08-06 05:55:00,"Korea,Champions 2015 Summer",Win,Blue,Samsung Galaxy,39:25,Ahri,Yasuo,13,5,8,4.2,"Ignite,Flash",318,-92,"Rabadon's Deathcap,Luden's Echo,Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Blasting Wand Sweeping Lens  ",2015-08-06 05:55:00,15,2015-08-06 05:55:00,SK Telecom T1,Samsung Galaxy,SK Telecom T1,"Azir,Viktor,Nidalee","Kalista,Rek'Sai,Vayne","Gnar,Elise,Ahri,Kog'Maw,Janna","Rumble,Lee Sin,Yasuo,Corki,Alistar","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)","CuVee,Eve,Crown,Fury (Lee Jin-yong),Luna (Jang Kyung-ho)",26,22,4,0.8462,Regular Season,Korea,Vanguard,Diver,Burst,Glasscannon,Enchanter,Battlemage,Diver,Skirmisher,Artillery,Vanguard,"Azir,Kalista,Nidalee,Rek'Sai,Vayne,Viktor",Gnar,Elise,Ahri,Kog'Maw,Janna,Rumble,Lee Sin,Yasuo,Corki,Alistar,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),CuVee,Eve,Crown,Fury (Lee Jin-yong),Luna (Jang Kyung-ho)
2015-08-12 07:59:00,"Korea,Champions 2015 Summer",Loss,Red,NaJin e-mFire,39:36,Viktor,Azir,2,5,2,0.8,"Cleanse,Flash",324,+16,"The Hex Core mk-2,Doran's Ring,Ionian Boots of Lucidity - Homeguard,Rabadon's Deathcap,Void Staff,Aether Wisp Sweeping Lens ",2015-08-12 07:59:00,15,2015-08-12 07:59:00,NaJin e-mFire,SK Telecom T1,NaJin e-mFire,"Maokai,Ryze,Gragas","Kalista,Elise,Rek'Sai","Gnar,Lee Sin,Azir,Lucian,Annie","Shen,Evelynn,Viktor,Kog'Maw,Janna","Duke (Lee Ho-seong),Watch,Ggoong,Ohq,Pure","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)",27,23,4,0.8519,Regular Season,Korea,Warden,Assassin,Battlemage,Glasscannon,Enchanter,Vanguard,Diver,Battlemage,Nimble,Burst,"Elise,Gragas,Kalista,Maokai,Rek'Sai,Ryze",Shen,Evelynn,Viktor,Kog'Maw,Janna,Gnar,Lee Sin,Azir,Lucian,Annie,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Duke (Lee Ho-seong),Watch,Ggoong,Ohq,Pure
2015-08-29 08:00:00,"Korea,Champions 2015 Summer Playoffs",Win,Blue,KT Rolster,31:33,Azir,LeBlanc,3,1,5,8.0,"Barrier,Flash",338,+109,"Doran's Ring,Nashor's Tooth,Abyssal Scepter,Sorcerer's Shoes,Rylai's Crystal Scepter,Needlessly Large Rod Sweeping Lens ",2015-08-29 08:00:00,15,2015-08-29 08:00:00,SK Telecom T1,KT Rolster,SK Telecom T1,"Shen,Fizz,Lulu","Vayne,Evelynn,Kalista","Maokai,Elise,Azir,Ashe,Alistar","Gnar,Vi,LeBlanc,Corki,Braum","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)","Ssumday,Score,Nagne,Arrow,Piccaboo",28,23,5,0.8214,Playoffs,Korea,Vanguard,Diver,Battlemage,Sniper,Vanguard,Vanguard,Diver,Burst,Artillery,Warden,"Evelynn,Fizz,Kalista,Lulu,Shen,Vayne",Maokai,Elise,Azir,Ashe,Alistar,Gnar,Vi,LeBlanc,Corki,Braum,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Ssumday,Score,Nagne,Arrow,Piccaboo
2015-08-29 09:20:00,"Korea,Champions 2015 Summer Playoffs",Win,Red,KT Rolster,30:28,Diana,Viktor,10,1,5,15.0,"Teleport,Flash",304,+41,"Zhonya's Hourglass,Abyssal Scepter,Doran's Ring,Nashor's Tooth,Mercury's Treads - Homeguard,Needlessly Large Rod Sweeping Lens  ",2015-08-29 09:20:00,16,2015-08-29 09:20:00,KT Rolster,SK Telecom T1,SK Telecom T1,"Vayne,Evelynn,Kalista","Shen,Azir,Lulu","Fizz,Rek'Sai,Viktor,Ashe,Thresh","Malphite,Elise,Diana,Sivir,Kennen","Ssumday,Score,Nagne,Arrow,Piccaboo","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)",0,0,0,0.0,Playoffs,Korea,Vanguard,Diver,Diver,Nimble,Diver,Assassin,Diver,Battlemage,Sniper,Catcher,"Azir,Evelynn,Kalista,Lulu,Shen,Vayne",Malphite,Elise,Diana,Sivir,Kennen,Fizz,Rek'Sai,Viktor,Ashe,Thresh,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Ssumday,Score,Nagne,Arrow,Piccaboo
2015-08-29 10:28:00,"Korea,Champions 2015 Summer Playoffs",Win,Blue,KT Rolster,40:53,Riven,Cassiopeia,7,3,4,3.67,"Ignite,Flash",355,+31,"Ravenous Hydra,Mercurial Scimitar,Randuin's Omen,Ionian Boots of Lucidity,Last Whisper,The Brutalizer Greater Stealth Totem ",2015-08-29 10:28:00,16,2015-08-29 10:28:00,SK Telecom T1,KT Rolster,SK Telecom T1,"Fizz,Shen,Lulu","Vayne,Kalista,Azir","Maokai,Elise,Riven,Ashe,Kennen","Gangplank,Gragas,Cassiopeia,Corki,Thresh","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)","Ssumday,Score,Nagne,Arrow,Piccaboo",1,1,0,1.0,Playoffs,Korea,Vanguard,Diver,Skirmisher,Sniper,Diver,Diver,Vanguard,Battlemage,Artillery,Catcher,"Azir,Fizz,Kalista,Lulu,Shen,Vayne",Maokai,Elise,Riven,Ashe,Kennen,Gangplank,Gragas,Cassiopeia,Corki,Thresh,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Ssumday,Score,Nagne,Arrow,Piccaboo
2015-10-01 16:18:00,"International,Worlds 2015",Win,Blue,H2k-Gaming,31:12,Azir,LeBlanc,1,2,3,2.0,"Barrier,Flash",258,+15,"Doran's Ring,Doran's Ring,Nashor's Tooth,Sorcerer's Shoes,Abyssal Scepter,Blasting Wand Sweeping Lens   ",2015-10-01 16:18:00,16,2015-10-01 16:18:00,SK Telecom T1,H2k-Gaming,SK Telecom T1,"Thresh,Mordekaiser,Lee Sin","Lulu,Gangplank,Darius","Fiora,Elise,Azir,Tristana,Alistar","Gnar,Gragas,LeBlanc,Sivir,Braum","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)","Odoamne,loulex,Ryu,Hjarnan,kaSing",2,2,0,1.0,International,Europe,Skirmisher,Diver,Battlemage,Glasscannon,Vanguard,Vanguard,Vanguard,Burst,Nimble,Warden,"Darius,Gangplank,Lee Sin,Lulu,Mordekaiser,Thresh",Fiora,Elise,Azir,Tristana,Alistar,Gnar,Gragas,LeBlanc,Sivir,Braum,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),Odoamne,loulex,Ryu,Hjarnan,kaSing
2015-10-02 16:32:00,"International,Worlds 2015",Win,Red,Bangkok Titans,28:03,Olaf,Irelia,8,2,8,8.0,"Teleport,Ghost",240,+81,"Crystalline Flask,Righteous Glory,Randuin's Omen,The Black Cleaver,Mercury's Treads - Distortion,Chain Vest Sweeping Lens   ",2015-10-02 16:32:00,17,2015-10-02 16:32:00,Bangkok Titans,SK Telecom T1,SK Telecom T1,"Fiora,Gangplank,Darius","Lulu,Mordekaiser,Gragas","Maokai,Rek'Sai,Irelia,Kalista,Braum","Rumble,Elise,Olaf,Vayne,Alistar","WarL0cK,007x,G4,Lloyd,Moss (Sorawat Boonphrom)","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)",0,0,0,0.0,International,SEA,Battlemage,Diver,Diver,Glasscannon,Vanguard,Vanguard,Diver,Diver,Nimble,Warden,"Darius,Fiora,Gangplank,Gragas,Lulu,Mordekaiser",Rumble,Elise,Olaf,Vayne,Alistar,Maokai,Rek'Sai,Irelia,Kalista,Braum,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),WarL0cK,007x,G4,Lloyd,Moss (Sorawat Boonphrom)
2015-10-03 11:51:00,"International,Worlds 2015",Win,Red,EDward Gaming,35:09,Ryze,Ekko,4,2,9,6.5,"Teleport,Flash",315,+54,"Seraph's Embrace,Rod of Ages,Doran's Ring,Mercury's Treads - Distortion,Void Staff,Blasting Wand Greater Stealth Totem  ",2015-10-03 11:51:00,17,2015-10-03 11:51:00,EDward Gaming,SK Telecom T1,SK Telecom T1,"Alistar,Azir,Elise","Gangplank,Lulu,Mordekaiser","Darius,Jarvan IV,Ekko,Kalista,Annie","Renekton,Rek'Sai,Ryze,Sivir,Braum","AmazingJ,Clearlove,PawN,Deft,Meiko","MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan)",1,1,0,1.0,International,China,Diver,Diver,Battlemage,Nimble,Warden,Juggernaut,Diver,Assassin,Nimble,Burst,"Alistar,Azir,Elise,Gangplank,Lulu,Mordekaiser",Renekton,Rek'Sai,Ryze,Sivir,Braum,Darius,Jarvan IV,Ekko,Kalista,Annie,MaRin,Bengi,Faker,Bang,Wolf (Lee Jae-wan),AmazingJ,Clearlove,PawN,Deft,Meiko
